seller_state,customer_state,route_proxy,delivered_orders,late_deliveries,late_delivery_rate,late_dispatch_rate,avg_carrier_to_delivery_days,avg_review_score,on_time_delivery_rate,late_rate_ci95_lower,late_rate_ci95_upper,late_order_share,expected_late_deliveries_at_overall_rate,excess_late_deliveries_vs_overall
MG,RS,MG → RS,273,12,0.04395604395604396,0.0989010989010989,14.025040488061322,4.220588235294118,0.9560439560439561,0.025320760657246533,0.07524748132245856,0.0018402085569697898,18.70090866116918,0.0
SC,SC,SC → SC,253,11,0.043478260869565216,0.08300395256916997,5.553729367954912,4.424603174603175,0.9565217391304348,0.02444831863899726,0.07616417180295484,0.001686857843888974,17.330878722621986,0.0
PR,RS,PR → RS,562,24,0.042704626334519574,0.09074733096085409,10.174194922235403,4.319395017793594,0.9572953736654805,0.028862901813380738,0.06275544465550506,0.0036804171139395796,38.497841273176114,0.0
DF,DF,DF → DF,49,2,0.04081632653061224,0.061224489795918366,1.8241728080120938,4.26530612244898,0.9591836734693877,0.011265633366185787,0.13713032306080064,0.00030670142616163164,3.356573349440622,0.0
SC,ES,SC → ES,49,2,0.04081632653061224,0.04081632653061224,12.443424981103552,4.229166666666667,0.9591836734693877,0.011265633366185787,0.13713032306080064,0.00030670142616163164,3.356573349440622,0.0
SP,AP,SP → AP,49,2,0.04081632653061224,0.061224489795918366,24.414060610355254,4.229166666666667,0.9591836734693877,0.011265633366185787,0.13713032306080064,0.00030670142616163164,3.356573349440622,0.0
PR,MG,PR → MG,803,32,0.039850560398505604,0.11581569115815692,10.272140800124532,4.24875,0.9601494396014943,0.02836762778380237,0.05571513479492458,0.004907222818586106,55.00670203266978,0.0
SC,SP,SC → SP,1288,48,0.037267080745341616,0.07763975155279502,9.070401884561193,4.248249027237354,0.9627329192546584,0.028222808535697697,0.04906334615377801,0.007360834227879159,88.2299280424392,0.0
BA,SP,BA → SP,135,5,0.037037037037037035,0.044444444444444446,8.325356224279837,4.2,0.962962962962963,0.015921913773667362,0.08377063439070755,0.0007667535654040791,9.24770208519355,0.0
PR,MS,PR → MS,55,2,0.03636363636363636,0.07272727272727272,10.422084806397306,4.314814814814815,0.9636363636363636,0.01002954128933356,0.12323463974651017,0.00030670142616163164,3.7675823310047796,0.0
MG,SP,MG → SP,2506,91,0.036312849162011177,0.08100558659217877,7.767667182096303,4.2680433039294305,0.9636871508379888,0.029669700996715558,0.044375397815229305,0.01395491489035424,171.66475129996323,0.0
SC,MG,SC → MG,422,15,0.035545023696682464,0.1018957345971564,11.408141867430226,4.129761904761905,0.9644549763033176,0.021657094070918394,0.057812525712963414,0.0023002606962122373,28.907631703345764,0.0
SP,AC,SP → AC,57,2,0.03508771929824561,0.07017543859649122,17.480636777128005,4.017543859649122,0.9649122807017544,0.009675664344932881,0.11920781367625805,0.00030670142616163164,3.904585324859499,0.0
MT,SP,MT → SP,30,1,0.03333333333333333,0.13333333333333333,9.059141975308643,4.133333333333334,0.9666666666666667,0.005908590381612455,0.16670390991409173,0.00015335071308081582,2.055044907820789,0.0
MG,DF,MG → DF,183,6,0.03278688524590164,0.08743169398907104,8.840649919044727,4.324175824175824,0.9672131147540983,0.01511147471989768,0.0696740911854546,0.0009201042784848949,12.535773937706812,0.0
SC,MS,SC → MS,31,1,0.03225806451612903,0.1935483870967742,10.670741114097968,4.516129032258065,0.967741935483871,0.005717221525416816,0.16194105164724906,0.00015335071308081582,2.1235464047481485,0.0
PR,SP,PR → SP,2873,90,0.03132613992342499,0.11211699164345404,7.722487398283555,4.295343137254902,0.968673860076575,0.025555774763262765,0.03834814954129601,0.013801564177273424,196.80480067230422,0.0
MG,PI,MG → PI,32,1,0.03125,0.0625,13.230088614004629,4.21875,0.96875,0.005537860164003122,0.15744263820012558,0.00015335071308081582,2.192047901675508,0.0
SP,AM,SP → AM,99,3,0.030303030303030304,0.0707070707070707,22.997659114291057,4.222222222222222,0.9696969696969697,0.010358639578454044,0.08533680206102018,0.00046005213924244745,6.781648195808604,0.0
SP,RO,SP → RO,167,5,0.029940119760479042,0.0718562874251497,16.451727309270346,4.240963855421687,0.9700598802395209,0.012855039352347983,0.0681642806431653,0.0007667535654040791,11.439749986869058,0.0
RS,RS,RS → RS,287,8,0.027874564459930314,0.08013937282229965,3.9201263872757774,4.573426573426573,0.9721254355400697,0.014190769548754464,0.054030105498246744,0.0012268057046465265,19.659929618152212,0.0
PR,PR,PR → PR,703,19,0.02702702702702703,0.14366998577524892,4.893921931800222,4.42467718794835,0.972972972972973,0.017369617468858706,0.04182535234870562,0.002913663548535501,48.15655233993382,0.0
PR,DF,PR → DF,148,4,0.02702702702702703,0.07432432432432433,10.204891297547547,4.256756756756757,0.972972972972973,0.010559385113516857,0.06742629095060353,0.0006134028523232633,10.138221545249225,0.0
MG,GO,MG → GO,149,4,0.026845637583892617,0.06040268456375839,11.37152917598807,4.162162162162162,0.9731543624161074,0.010488186096238764,0.06698725094853536,0.0006134028523232633,10.206723042176584,0.0
MG,MG,MG → MG,1507,38,0.025215660252156602,0.07033842070338421,5.593143363378309,4.376666666666667,0.9747843397478434,0.018425728860235278,0.034419960774873984,0.005827327097071002,103.23175586953096,0.0
SC,PR,SC → PR,282,7,0.024822695035460994,0.05319148936170213,8.434693533293933,4.398576512455516,0.975177304964539,0.012075049599934839,0.05034227395523887,0.0010734549915657108,19.317422133515414,0.0
DF,SP,DF → SP,306,7,0.02287581699346405,0.09803921568627451,7.807657460360687,4.1797385620915035,0.9771241830065359,0.011124288561132983,0.04645825345439185,0.0010734549915657108,20.961458059772045,0.0
